ID,AREA,DEPENDENCIA,DEPENDENCIA SIMPLIF,NOMBRE ESTABLECIMIENTO,NOMBRE + OTRAS DENOMINACIONES,PROVINCIA,MUNICIPIO / DEPARTAMENTO,LOCALIDAD,DIRECCIÓN,DIRECCIÓN CONCAT,OBS,PÁG PDF,LATITUD,LONGITUD
282,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 1ª DE CAPITAL FEDERAL ,COMISARIA 1ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,LAVALLE 451 ,"COMISARIA 1ª DE CAPITAL FEDERAL , LAVALLE 451 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6020131,-58.3732163
125,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 22ª DE CAPITAL FEDERAL ,COMISARIA 22ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. ING. HUERGO 640 ,"COMISARIA 22ª DE CAPITAL FEDERAL , Av. ING. HUERGO 640 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6149636,-58.3665986
528,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 2ª DE CAPITAL FEDERAL ,COMISARIA 2ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,PERU 1050 ,"COMISARIA 2ª DE CAPITAL FEDERAL , PERU 1050 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6202307,-58.3741163
1123,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 3ª DE CAPITAL FEDERAL ,COMISARIA 3ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,TUCUMAN 1560 ,"COMISARIA 3ª DE CAPITAL FEDERAL , TUCUMAN 1560 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6033,-58.4040604
417,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 4ª DE CAPITAL FEDERAL ,COMISARIA 4ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,TACUARI 770 ,"COMISARIA 4ª DE CAPITAL FEDERAL , TACUARI 770 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.617145,-58.3787233
411,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 5ª DE CAPITAL FEDERAL ,COMISARIA 5ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,LAVALLE 1958 ,"COMISARIA 5ª DE CAPITAL FEDERAL , LAVALLE 1958 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.603326,-58.3947546
327,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 6ª DE CAPITAL FEDERAL ,COMISARIA 6ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,VENEZUELA 1931 ,"COMISARIA 6ª DE CAPITAL FEDERAL , VENEZUELA 1931 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6149266,-58.3936062
1046,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 8ª DE CAPITAL FEDERAL ,COMISARIA 8ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,GRAL. URQUIZA 550 ,"COMISARIA 8ª DE CAPITAL FEDERAL , GRAL. URQUIZA 550 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6238764,-58.4091441
728,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,DEPARTAMENTO CENTRAL DE LA POLICIA FEDERAL ARGENTINA,DEPARTAMENTO CENTRAL DE LA POLICIA FEDERAL ARGENTINA,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,MORENO 1550,"DEPARTAMENTO CENTRAL DE LA POLICIA FEDERAL ARGENTINA, MORENO 1550, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",UNIDAD DE COMANDO AREAA I - DPTO. CENTRAL DE POLICIA FEDERAL (pisos 3º y 4º),1,-34.6126617,-58.3882007
167,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,GARAJE AZOPARDO,GARAJE AZOPARDO,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,AZOPARDO 650,"GARAJE AZOPARDO, AZOPARDO 650, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",Sitio señalizado el 29/03/2012 (placa),1,-34.6149145,-58.3671749
1267,1,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,SERVICIO DE INTELIGENCIA DE LA FUERZA AEREA (SIFA),SERVICIO DE INTELIGENCIA DE LA FUERZA AEREA (SIFA),CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,RIOBAMBA 707,"SERVICIO DE INTELIGENCIA DE LA FUERZA AEREA (SIFA), RIOBAMBA 707, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6006688,-58.3941598
226,1,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,SUPERINTENDENCIA DE SEGURIDAD FEDERAL (COORDINACION FEDERAL),SUPERINTENDENCIA DE SEGURIDAD FEDERAL (COORDINACION FEDERAL),CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,MORENO 1417,"SUPERINTENDENCIA DE SEGURIDAD FEDERAL (COORDINACION FEDERAL), MORENO 1417, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,1,-34.6121589,-58.3864634
228,1,VIVIENDA O SIMILAR / PARTICULAR,OTROS,VIRREY CEVALLOS (SERVICIO DE INTELIGENCIA AERONAUTICA) - LA CLOACA,VIRREY CEVALLOS (SERVICIO DE INTELIGENCIA AERONAUTICA) - LA CLOACA,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,VIRREY CEVALLOS 628/636 ,"VIRREY CEVALLOS (SERVICIO DE INTELIGENCIA AERONAUTICA) - LA CLOACA, VIRREY CEVALLOS 628/636 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",ESPACIO DE MEMORIA creado en 2004 (inaugurado en 2005),2,-34.6213816,-58.3887577
1276,2,UNIDAD PENITENCIARIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,"BUQUE-CARCEL ""GRANADERO""","BUQUE-CARCEL ""GRANADERO""/ UNIDAD PENAL 8 (1972-1973) ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Dársena Norte (sección 6ª) ,"BUQUE-CARCEL ""GRANADERO""/ UNIDAD PENAL 8 (1972-1973) , Dársena Norte (sección 6ª) , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.5957642,-58.3665159
109,2,UNIDAD MILITAR EJERCITO,EJÉRCITO,COMANDO DE CUERPO DE EJERCITO I ,"COMANDO DE CUERPO DE EJERCITO I / REGIMIENTO DE INFANTERIA 1 ""PATRICIOS"" ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. SANTA FE 4815 / Av. INT. BULLRICH 481 ,"COMANDO DE CUERPO DE EJERCITO I / REGIMIENTO DE INFANTERIA 1 ""PATRICIOS"" , Av. SANTA FE 4815 / Av. INT. BULLRICH 481 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",UNIDAD DE COMANDO ZONA 1 / UNIDAD DE COMANDO AREA AII,2,-34.5755155,-58.4274124
122,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 11ª DE CAPITAL FEDERAL ,COMISARIA 11ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. DIAZ VELEZ 5152 (o 4633) ,"COMISARIA 11ª DE CAPITAL FEDERAL , Av. DIAZ VELEZ 5152 (o 4633) , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.6090641,-58.4394074
123,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 17ª DE CAPITAL FEDERAL ,COMISARIA 17ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. LAS HERAS 1861 ,"COMISARIA 17ª DE CAPITAL FEDERAL , Av. LAS HERAS 1861 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.591152,-58.3922906
274,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 19ª DE CAPITAL FEDERAL ,COMISARIA 19ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,CHARCAS 2844 ,"COMISARIA 19ª DE CAPITAL FEDERAL , CHARCAS 2844 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.5940608,-58.4066492
576,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 21ª DE CAPITAL FEDERAL ,COMISARIA 21ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,JULIAN ALVAREZ 2373 ,"COMISARIA 21ª DE CAPITAL FEDERAL , JULIAN ALVAREZ 2373 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.5877618,-58.4161029
328,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 23ª DE CAPITAL FEDERAL ,COMISARIA 23ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. SANTA FE 4000 ,"COMISARIA 23ª DE CAPITAL FEDERAL , Av. SANTA FE 4000 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.582505,-58.4201145
126,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 29ª DE CAPITAL FEDERAL ,COMISARIA 29ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,LOYOLA 1441 ,"COMISARIA 29ª DE CAPITAL FEDERAL , LOYOLA 1441 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.5886167,-58.4425314
737,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 46ª DE CAPITAL FEDERAL ,COMISARIA 46ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. DE LOS INMIGRANTES 2550 ,"COMISARIA 46ª DE CAPITAL FEDERAL , Av. DE LOS INMIGRANTES 2550 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.5843605,-58.3695154
1236,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 7ª DE CAPITAL FEDERAL ,COMISARIA 7ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,LAVALLE 2625 ,"COMISARIA 7ª DE CAPITAL FEDERAL , LAVALLE 2625 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.6033,-58.4040604
1266,2,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 9ª DE CAPITAL FEDERAL ,COMISARIA 9ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,SARMIENTO 3673 ,"COMISARIA 9ª DE CAPITAL FEDERAL , SARMIENTO 3673 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.6061816,-58.4011195
74,2,UNIDAD FUERZA FEDERAL (SIN DETERMINAR),FUERZA DE SEGURIDAD FEDERAL,EL CAÑO ,EL CAÑO / LA CASITA,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Zona portuaria (en inmed. de Comisaría 46ª de la PFA),"EL CAÑO / LA CASITA, Zona portuaria (en inmed. de Comisaría 46ª de la PFA), CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,2,-34.5788332,-58.3731163
713,2,HOSPITAL MILITAR,ARMADA,"HOSPITAL NAVAL ""BUENOS AIRES"" ","HOSPITAL NAVAL ""BUENOS AIRES"" ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,JUAN B. AMBROSETTI 699,"HOSPITAL NAVAL ""BUENOS AIRES"" , JUAN B. AMBROSETTI 699, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,3,-34.610597,-58.438112
47,2 ARA,UNIDAD MILITAR MARINA,ARMADA,"BARCO ""BAHIA AGUIRRE"" ","BARCO ""BAHIA AGUIRRE"" ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,SIN DETERMINAR EMPLAZAMIENTO EXACTO,"BARCO ""BAHIA AGUIRRE"" , SIN DETERMINAR EMPLAZAMIENTO EXACTO, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",Puerto Nuevo CAPITAL FEDERAL,3,-34.5944162,-58.4386787
618,2 ARA,UNIDAD MILITAR MARINA,ARMADA,"BARCO ""CIUDAD DE LA PLATA"" ","BARCO ""CIUDAD DE LA PLATA"" ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,SIN DETERMINAR EMPLAZAMIENTO EXACTO,"BARCO ""CIUDAD DE LA PLATA"" , SIN DETERMINAR EMPLAZAMIENTO EXACTO, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",Puerto Nuevo CAPITAL FEDERAL,3,-34.9204948,-57.9535657
46,2 ARA,UNIDAD MILITAR MARINA,ARMADA,"BARCO ""TREINTA Y TRES ORIENTALES"" ","BARCO ""TREINTA Y TRES ORIENTALES"" ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,SIN DETERMINAR EMPLAZAMIENTO EXACTO,"BARCO ""TREINTA Y TRES ORIENTALES"" , SIN DETERMINAR EMPLAZAMIENTO EXACTO, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",Puerto Nuevo CAPITAL FEDERAL,3,-34.6264159,-58.4228514
1056,3,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 31ª DE CAPITAL FEDERAL ,COMISARIA 31ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,CLAY 2885,"COMISARIA 31ª DE CAPITAL FEDERAL , CLAY 2885, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,3,-34.5737676,-58.4309034
450,3,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 33ª DE CAPITAL FEDERAL ,COMISARIA 33ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,AMENABAR 933,"COMISARIA 33ª DE CAPITAL FEDERAL , AMENABAR 933, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,3,-34.5709973,-58.4484693
127,3,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 35ª DE CAPITAL FEDERAL ,COMISARIA 35ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,NUÑEZ 262,"COMISARIA 35ª DE CAPITAL FEDERAL , NUÑEZ 262, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,3,-34.5447906,-58.4598789
343,3,HOSPITAL MILITAR,EJÉRCITO,HOSPITAL MILITAR CENTRAL ,HOSPITAL MILITAR CENTRAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. LUIS MARIA CAMPOS 726,"HOSPITAL MILITAR CENTRAL , Av. LUIS MARIA CAMPOS 726, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ","HOSPITAL GENERAL 601 ""CIRUJANO MAYOR DR. COSME ARGERICH""",3,-34.570554,-58.436778
3,3A,UNIDAD MILITAR MARINA,ARMADA,ESCUELA DE MECANICA DE LA ARMADA (ESMA) ,ESCUELA DE MECANICA DE LA ARMADA (ESMA) ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. DEL LIBERTADOR 8151,"ESCUELA DE MECANICA DE LA ARMADA (ESMA) , Av. DEL LIBERTADOR 8151, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",UNIDAD DE COMANDO AREA IIIAA / SELENIO - ESPACIO DE MEMORIA creado en 2004 (inaugurado en 2007) · Sitio señalizado el 24/03/2014 (pilares),3,-34.5385395,-58.464303
196,4,ESTABLECIMIENTO PRIVADO,OTROS,AUTOMOTORES ORLETTI  ,AUTOMOTORES ORLETTI  / EL JARDIN / O.T. 18,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,VENANCIO FLORES 3519,"AUTOMOTORES ORLETTI  / EL JARDIN / O.T. 18, VENANCIO FLORES 3519, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",ESPACIO DE MEMORIA creado en 2006 · Sitio señalizado el 21/10/2014 (cartel),3,-34.631127,-58.4778044
307,4,VIVIENDA O SIMILAR / PARTICULAR,OTROS,CASA EN CALLE FRANKLIN ,CASA EN CALLE FRANKLIN ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,FRANKLIN 943,"CASA EN CALLE FRANKLIN , FRANKLIN 943, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,3,-34.609885,-58.4472981
1063,4,VIVIENDA O SIMILAR / PARTICULAR,OTROS,CASA OPERATIVA EN CALLE BACACAY ,CASA OPERATIVA EN CALLE BACACAY / O.T. 18 / EL JARDIN / LA CUEVA,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,BACACAY 3558,"CASA OPERATIVA EN CALLE BACACAY / O.T. 18 / EL JARDIN / LA CUEVA, BACACAY 3558, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.6305564,-58.4785015
129,4,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 37ª DE CAPITAL FEDERAL ,COMISARIA 37ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,JURAMENTO 4367 ,"COMISARIA 37ª DE CAPITAL FEDERAL , JURAMENTO 4367 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.5732002,-58.4757899
130,4,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 39ª DE CAPITAL FEDERAL ,COMISARIA 39ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. OLAZABAL 5437 ,"COMISARIA 39ª DE CAPITAL FEDERAL , Av. OLAZABAL 5437 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.5785929,-58.490099
131,4,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 43ª DE CAPITAL FEDERAL ,COMISARIA 43ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,CHIVILCOY 453 ,"COMISARIA 43ª DE CAPITAL FEDERAL , CHIVILCOY 453 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.628769,-58.4836525
132,4,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 44ª DE CAPITAL FEDERAL ,COMISARIA 44ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,MANUEL PORCEL DE PERALTA 726 ,"COMISARIA 44ª DE CAPITAL FEDERAL , MANUEL PORCEL DE PERALTA 726 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.6297261,-58.5242012
360,4,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 45ª DE CAPITAL FEDERAL ,COMISARIA 45ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,JOSE CUBAS 4154 ,"COMISARIA 45ª DE CAPITAL FEDERAL , JOSE CUBAS 4154 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.5982127,-58.5156564
133,4,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 50ª DE CAPITAL FEDERAL ,COMISARIA 50ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. GAONA 2738 ,"COMISARIA 50ª DE CAPITAL FEDERAL , Av. GAONA 2738 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.6162051,-58.4648127
22,4,UNIDAD PENITENCIARIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,"UNIDAD PENAL 2 ""DEVOTO"" ","UNIDAD PENAL 2 ""DEVOTO"" ",CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,BERMUDEZ 2651 ,"UNIDAD PENAL 2 ""DEVOTO"" , BERMUDEZ 2651 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",Sitio señalizado el 11/10/2012 (placa),4,-34.6149517,-58.5151361
306,5,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 34ª DE CAPITAL FEDERAL ,COMISARIA 34ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,QUILMES 456 ,"COMISARIA 34ª DE CAPITAL FEDERAL , QUILMES 456 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.6448338,-58.4172799
128,5,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 36ª DE CAPITAL FEDERAL ,COMISARIA 36ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,PEDERNERA 3405 ,"COMISARIA 36ª DE CAPITAL FEDERAL , PEDERNERA 3405 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.6603859,-58.4319136
1050,5,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 38ª DE CAPITAL FEDERAL ,COMISARIA 38ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,Av. CNEL. ESTEBAN BONORINO 258 ,"COMISARIA 38ª DE CAPITAL FEDERAL , Av. CNEL. ESTEBAN BONORINO 258 , CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.6310034,-58.4583149
575,5,DEPENDENCIA POLICIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,COMISARIA 42ª DE CAPITAL FEDERAL ,COMISARIA 42ª DE CAPITAL FEDERAL ,CIUDAD AUTONOMA DE BUENOS AIRES,CIUDAD AUTONOMA DE BUENOS AIRES,,TELLIER 2343,"COMISARIA 42ª DE CAPITAL FEDERAL , TELLIER 2343, CIUDAD AUTONOMA DE BUENOS AIRES, CIUDAD AUTONOMA DE BUENOS AIRES, ",,4,-34.678996,-58.4749211
